annee,annee_norm,ATC1,sous_categorie_code,code_substance_active,substance_active,categorie_therapeutique,boites_vendues,montant_rembourse_euros,nb_presentations_distinctes,log_boites,log_montant,nb_ruptures,nb_tensions,nb_evenements,duree_moy_jours,duree_max_jours,nb_ruptures_longues,ratio_evenements,categorie_en_rupture,categorie_en_tension,risque_rupture
2021,0,A,A01,A01AA01,SODIUM FLUORURE,SYSTEME DIGESTIF ET METABOLISME,41176,21503.32,4,10.62563512702953,9.976009124164536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A01,A01AA02,SODIUM MONOFLUOROPHOSPHATE,SYSTEME DIGESTIF ET METABOLISME,64370,66477.73,1,11.07241850011319,11.104637325857084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A01,A01AA51,SODIUM FLUORURE EN ASSOCIATION,SYSTEME DIGESTIF ET METABOLISME,314528,72578.93,3,12.65883156072848,11.192443716313578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A01,A01AB03,CHLORHEXIDINE,SYSTEME DIGESTIF ET METABOLISME,7690998,435891.95,6,15.855561242017078,12.98515196466142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A01,A01AB09,MICONAZOLE,SYSTEME DIGESTIF ET METABOLISME,557237,199117.87,3,13.230747716695925,12.201657262055503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A01,A01AB11,DIVERS STOMATO LOCAL (ANTIINFECTIEUX OU ANTISEPTIQUES),SYSTEME DIGESTIF ET METABOLISME,13465764,618957.76,8,16.41566109657611,13.335793925860854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A01,A01AD11,DIVERS STOMATO LOCAL (SAUF ANTIINFECTIEUX OU ANTISEPTIQUES),SYSTEME DIGESTIF ET METABOLISME,244271,53832.65,1,12.406037637496723,10.893654015312379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02AB01,ALUMINIUM HYDROXYDE,SYSTEME DIGESTIF ET METABOLISME,182807,28698.23,1,12.116191700720734,10.264625572119508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02AB03,ALUMINIUM PHOSPHATE,SYSTEME DIGESTIF ET METABOLISME,63472,26259.52,2,11.058369897608577,10.175821949640929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02AD01,ASSOCIATIONS DE SELS,SYSTEME DIGESTIF ET METABOLISME,1617556,157906.1,4,14.296427544303526,11.969762164400658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02AX,ANTIACIDES : AUTRES ASSOCIATIONS,SYSTEME DIGESTIF ET METABOLISME,906334,125138.71,3,13.717164273856172,11.737186072145162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BA01,CIMETIDINE,SYSTEME DIGESTIF ET METABOLISME,21291,34586.86,5,9.966086694292647,10.451258032425546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BA02,RANITIDINE,SYSTEME DIGESTIF ET METABOLISME,348,963.23,9,5.855071922202427,6.8713298553642845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BA03,FAMOTIDINE,SYSTEME DIGESTIF ET METABOLISME,127984,92408.96,2,11.759668348534763,11.433990044028405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BA04,NIZATIDINE,SYSTEME DIGESTIF ET METABOLISME,27,293.5,1,3.332204510175204,5.685279003091641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BC01,OMEPRAZOLE,SYSTEME DIGESTIF ET METABOLISME,18806500,3792489.1,119,16.749713165898214,15.148533379786123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BC02,PANTOPRAZOLE,SYSTEME DIGESTIF ET METABOLISME,18138785,3581748.19,100,16.713563076486732,15.091361839609156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BC03,LANSOPRAZOLE,SYSTEME DIGESTIF ET METABOLISME,8306023,2638485.96,116,15.932491592646148,14.785716189613638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BC04,RABEPRAZOLE,SYSTEME DIGESTIF ET METABOLISME,4568721,1234205.56,59,15.334744073870475,14.025938860038902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BC05,ESOMEPRAZOLE,SYSTEME DIGESTIF ET METABOLISME,29326718,5291363.37,98,17.19400956971162,15.48158668551398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BD08,"BISMUTH POTASSIQUE, TETRACYCLINE ET METRONIDAZOLE",SYSTEME DIGESTIF ET METABOLISME,143445,81499.33,1,11.8737139367405,11.308362348300511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A02,A02BX13,ALGINIQUE ACIDE EN ASSOCIATION AVEC ANTIACIDES,SYSTEME DIGESTIF ET METABOLISME,15973096,735003.85,17,16.586416427501415,13.507632376812658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03AA04,MEBEVERINE,SYSTEME DIGESTIF ET METABOLISME,201708,71114.3,5,12.214581343670675,11.172057782514731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03AA05,TRIMEBUTINE,SYSTEME DIGESTIF ET METABOLISME,6745877,1077042.0,32,15.724442209649213,13.889729881061108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03AX04,PINAVERIUM,SYSTEME DIGESTIF ET METABOLISME,928656,256525.42,9,13.741494735410802,12.454986940237943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03AX12,PHLOROGLUCINOL,SYSTEME DIGESTIF ET METABOLISME,25397201,928537.06,17,17.05014956844067,13.741366649780245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03AX58,ALVERINE EN ASSOCIATION,SYSTEME DIGESTIF ET METABOLISME,8676723,149681.31,1,15.976154596041084,11.916270393752455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03BB01,BUTYLSCOPOLAMINE,SYSTEME DIGESTIF ET METABOLISME,14419,14218.65,1,9.57637141083894,9.562380089833505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03ED,ANTISPASMODIQUES EN ASSOCIATION AVEC D'AUTRES MEDICAMENTS,SYSTEME DIGESTIF ET METABOLISME,2226171,74771.77,1,14.615794076475865,11.222209060251702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03FA01,METOCLOPRAMIDE,SYSTEME DIGESTIF ET METABOLISME,1702197,425767.76,8,14.347430915074243,12.96165166097167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03FA03,DOMPERIDONE,SYSTEME DIGESTIF ET METABOLISME,1588185,373663.18,18,14.278103042393692,12.83111275859152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A03,A03FA05,ALIZAPRIDE,SYSTEME DIGESTIF ET METABOLISME,35917,25890.1,1,10.488993841578681,10.161654559289907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A04,A04AA01,ONDANSETRON,SYSTEME DIGESTIF ET METABOLISME,1282378,1297560.57,57,14.064227504597548,14.075997345690167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A04,A04AA02,GRANISETRON,SYSTEME DIGESTIF ET METABOLISME,112278,18885.85,3,11.628742124130493,9.84622119169364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A04,A04AA55,PALONOSETRON EN ASSOCIATION,SYSTEME DIGESTIF ET METABOLISME,69522,0.0,1,11.14941291205769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A04,A04AD01,SCOPOLAMINE,SYSTEME DIGESTIF ET METABOLISME,22272,17421.38,1,10.011130461551485,9.765510865643668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A04,A04AD05,METOPIMAZINE,SYSTEME DIGESTIF ET METABOLISME,5011410,327261.97,5,15.427228070135417,12.698519316294636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A04,A04AD12,APREPITANT,SYSTEME DIGESTIF ET METABOLISME,711651,349864.28,19,13.475344306865088,12.765303445081363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A05,A05AA02,URSODESOXYCHOLIQUE ACIDE,SYSTEME DIGESTIF ET METABOLISME,1471202,284836.02,14,14.201590991421883,12.559672436027572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A05,A05BA,THERAPEUTIQUE HEPATIQUE,SYSTEME DIGESTIF ET METABOLISME,101039,31981.52,1,11.523271757024373,10.37294478253298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A05,A05BA01,ARGININE GLUTAMATE,SYSTEME DIGESTIF ET METABOLISME,138776,34263.86,1,11.840623607272203,10.441875618209739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AA01,HUILE DE PARAFFINE,SYSTEME DIGESTIF ET METABOLISME,23,22.98,1,3.1780538303479458,3.177220149599368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AA51,HUILE DE PARAFFINE EN ASSOCIATION,SYSTEME DIGESTIF ET METABOLISME,2463085,155882.73,3,14.716925593261267,11.956865687829433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AB58,"PICOSULFATE DE SODIUM, ASSOCIATIONS",SYSTEME DIGESTIF ET METABOLISME,414965,158424.35,3,12.935951868145734,11.973038783436555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AC01,ISPAGHUL (GRAINE DE PSYLLIUM),SYSTEME DIGESTIF ET METABOLISME,5025972,412679.17,8,15.430129625005984,12.930428165155684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AC03,STERCULIA,SYSTEME DIGESTIF ET METABOLISME,197158,67861.36,2,12.191765788783728,11.125236815216551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AD10,SELS MINERAUX EN ASSOCIATION,SYSTEME DIGESTIF ET METABOLISME,201162,140083.93,3,12.211870803676385,11.85000416051519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AD11,LACTULOSE,SYSTEME DIGESTIF ET METABOLISME,5084245,549249.15,16,15.441657297217638,13.216309263346501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AD12,LACTITOL,SYSTEME DIGESTIF ET METABOLISME,709675,114565.78,3,13.472563806835444,11.648913163404124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AD15,MACROGOL,SYSTEME DIGESTIF ET METABOLISME,15159159,907498.9,12,16.53411552767239,13.7184487349283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AD65,MACROGOL EN ASSOCIATION,SYSTEME DIGESTIF ET METABOLISME,11743999,871030.69,11,16.278853029836434,13.677433638640057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AG20,ASSOCIATIONS,SYSTEME DIGESTIF ET METABOLISME,3188921,177534.21,2,14.975193486614986,12.086924234422819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AH01,METHYLNALTREXONE BROMURE,SYSTEME DIGESTIF ET METABOLISME,1049,0.0,1,6.956545443151569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AH03,HALOXEGOL,SYSTEME DIGESTIF ET METABOLISME,88018,34608.96,4,11.385307979246239,10.451896780893385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A06,A06AX02,MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE,SYSTEME DIGESTIF ET METABOLISME,2090398,126705.14,2,14.552865514811081,11.74962582606637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07AA02,NYSTATINE,SYSTEME DIGESTIF ET METABOLISME,476123,74210.39,1,13.07343360348991,11.214672921418058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07BC05,DIOSMECTITE,SYSTEME DIGESTIF ET METABOLISME,2865913,294018.95,4,14.86839787994167,12.591402901161484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07BC54,ATTAPULGITE EN ASSOCIATION,SYSTEME DIGESTIF ET METABOLISME,1787,1710.72,1,7.488852955733459,7.445253991923829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07DA03,LOPERAMIDE,SYSTEME DIGESTIF ET METABOLISME,6075262,728004.65,14,15.619735838434877,13.498064088137717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07DA05,LOPERAMIDE OXYDE,SYSTEME DIGESTIF ET METABOLISME,101,179.47,1,4.624972813284271,5.1955645589732065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07EA02,HYDROCORTISONE,SYSTEME DIGESTIF ET METABOLISME,224,3031.75,1,5.41610040220442,8.017225077651029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07EA04,BETAMETHASONE,SYSTEME DIGESTIF ET METABOLISME,240333,30040.96,1,12.389784901520233,10.310350350087838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07EA06,BUDESONIDE,SYSTEME DIGESTIF ET METABOLISME,97922,11571.59,5,11.491936734531745,9.356394649932865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07EC,ACIDE AMINOSALICYLIQUE ET ANALOGUES,SYSTEME DIGESTIF ET METABOLISME,22420,9603.37,1,10.017753298664472,9.16997348221338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07EC01,SULFASALAZINE,SYSTEME DIGESTIF ET METABOLISME,170098,29635.9,1,12.044135899471904,10.296775485546213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07EC02,MESALAZINE,SYSTEME DIGESTIF ET METABOLISME,986763,239374.45,16,13.802186181415324,12.385788518810841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07EC03,OLSALAZINE,SYSTEME DIGESTIF ET METABOLISME,3897,1525.23,2,8.268218880067506,7.330555921325952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A07,A07XA04,RACECADOTRIL,SYSTEME DIGESTIF ET METABOLISME,4756387,422735.48,9,15.374999114625886,12.954504285173135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A09,A09AA02,"MULTIENZYMES (LIPASE, PROTEASE...)",SYSTEME DIGESTIF ET METABOLISME,1488222,120458.06,10,14.213093348737846,11.699065223147043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AB01,INSULINE HUMAINE,SYSTEME DIGESTIF ET METABOLISME,29860,40031.95,5,10.304308560150634,10.59745814400025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AB04,INSULINE LISPRO,SYSTEME DIGESTIF ET METABOLISME,1565690,80053.86,9,14.263837818055464,11.290467428636925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AB05,INSULINE ASPART,SYSTEME DIGESTIF ET METABOLISME,3802584,110248.54,11,15.151191656580405,11.610501620964786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AB06,INSULINE GLULISINE,SYSTEME DIGESTIF ET METABOLISME,461209,21467.37,3,13.041608749709194,9.97433596810255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AC01,INSULINE HUMAINE,SYSTEME DIGESTIF ET METABOLISME,186876,33566.13,7,12.138205925410956,10.421302593319643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AD01,INSULINE HUMAINE,SYSTEME DIGESTIF ET METABOLISME,25988,2995.36,4,10.16542865055825,8.005153497632069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AD04,INSULINE LISPRO,SYSTEME DIGESTIF ET METABOLISME,146223,9344.55,4,11.892894971511982,9.14265557316045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AD05,INSULINE ASPART,SYSTEME DIGESTIF ET METABOLISME,450700,12867.73,4,13.018559427447078,9.46255561662239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AE04,INSULINE GLARGINE,SYSTEME DIGESTIF ET METABOLISME,4881588,218443.7,9,15.400981339582449,12.294288172240442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AE05,INSULINE DETEMIR,SYSTEME DIGESTIF ET METABOLISME,466093,13789.19,3,13.052142609503894,9.531712748792502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AE06,INSULINE DEGLUDEC,SYSTEME DIGESTIF ET METABOLISME,850013,7679.0,3,13.653008098919095,8.946374826141717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10AE56,INSULINE DEGLUDEC ET LIRAGLUTIDE,SYSTEME DIGESTIF ET METABOLISME,488178,0.0,1,13.098437420858096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BA02,METFORMINE,SYSTEME DIGESTIF ET METABOLISME,27934376,2987498.56,117,17.145368638854727,14.909947327941557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BB01,GLIBENCLAMIDE,SYSTEME DIGESTIF ET METABOLISME,695122,440139.82,24,13.451844087305362,12.994850000145368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BB07,GLIPIZIDE,SYSTEME DIGESTIF ET METABOLISME,31033,43132.27,5,10.34283865664343,10.672049904064448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BB09,GLICLAZIDE,SYSTEME DIGESTIF ET METABOLISME,7106656,1616230.39,85,15.776542508367742,14.295607694694104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BB12,GLIMEPIRIDE,SYSTEME DIGESTIF ET METABOLISME,1762757,1557797.41,100,14.38239018593434,14.258784106797288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BD07,METFORMINE ET SITAGLIPTINE,SYSTEME DIGESTIF ET METABOLISME,4737724,249983.37,4,15.371067620648736,12.429153674889927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BD08,METFORMINE ET VILDAGLIPTINE,SYSTEME DIGESTIF ET METABOLISME,1233119,73659.52,2,14.02505810101182,11.207222249436533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BD10,METFORMINE ET SAXAGLIPTINE,SYSTEME DIGESTIF ET METABOLISME,232644,9962.83,1,12.357268965530995,9.206716814815408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BD15,METFORMINE ET DAPAGLIFLOZINE,SYSTEME DIGESTIF ET METABOLISME,169849,9792.91,3,12.04267097358873,9.18951604292047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BD20,METFORMINE ET EMPAGLIFLOZINE,SYSTEME DIGESTIF ET METABOLISME,8888,21282.22,2,9.092569836241674,9.965674247797976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BF01,ACARBOSE,SYSTEME DIGESTIF ET METABOLISME,439237,301194.34,14,12.992796686381913,12.615514303340648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BH01,SITAGLIPTINE,SYSTEME DIGESTIF ET METABOLISME,4133555,341093.18,8,15.234648611423909,12.739913905816142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BH02,VILDAGLIPTINE,SYSTEME DIGESTIF ET METABOLISME,825724,76475.55,2,13.624017067287609,11.244739436875168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BH03,SAXAGLIPTINE,SYSTEME DIGESTIF ET METABOLISME,312894,7421.99,1,12.653622949983118,8.91233721995242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BJ01,EXENATIDE,SYSTEME DIGESTIF ET METABOLISME,81665,0.0,3,11.310393037560129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BJ02,LIRAGLUTIDE,SYSTEME DIGESTIF ET METABOLISME,1309306,0.0,1,14.085008547569842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BJ05,DULAGLUTIDE,SYSTEME DIGESTIF ET METABOLISME,2333991,3352.66,4,14.663090664230648,8.117807565747997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BJ06,SEMAGLUTIDE,SYSTEME DIGESTIF ET METABOLISME,1386865,7905.32,3,14.142557083238295,8.975417718625676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BK01,DAPAGLIFOZINE,SYSTEME DIGESTIF ET METABOLISME,561033,40962.49,2,13.237536788728967,10.620436461161768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BK03,EMPAGLIFLOZINE,SYSTEME DIGESTIF ET METABOLISME,27267,24181.22,2,10.213469132482675,10.093372931368766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A10,A10BX02,REPAGLINIDE,SYSTEME DIGESTIF ET METABOLISME,2743250,1509396.33,74,14.824654271384102,14.22722100991654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11CA01,RETINOL (VIT A),SYSTEME DIGESTIF ET METABOLISME,46181,81494.65,2,10.740345390762373,11.30830492357137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11CC01,ERGOCALCIFEROL,SYSTEME DIGESTIF ET METABOLISME,196787,88778.64,3,12.189882286131446,11.39391262341247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11CC03,ALFACALCIDOL,SYSTEME DIGESTIF ET METABOLISME,953181,307214.48,8,13.767561140268457,12.63530466961109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11CC04,CALCITRIOL,SYSTEME DIGESTIF ET METABOLISME,132566,24211.77,1,11.794843456982646,10.094635458917919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11CC05,COLECALCIFEROL,SYSTEME DIGESTIF ET METABOLISME,67761669,2242896.23,20,18.031507253813107,14.623278994351907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11CC06,CALCIFEDIOL,SYSTEME DIGESTIF ET METABOLISME,830899,179040.23,2,13.630264729653073,12.095371393495345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11DA01,THIAMINE (VIT B1),SYSTEME DIGESTIF ET METABOLISME,57256,41156.93,1,10.955305184684386,10.625171897138134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11HA02,PYRIDOXINE (VIT B6),SYSTEME DIGESTIF ET METABOLISME,26872,36960.11,2,10.198877344056111,10.517621557772188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11HA03,TOCOPHEROL (VIT E),SYSTEME DIGESTIF ET METABOLISME,1138832,179956.01,4,13.945514611837613,12.100473268013792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A11,A11HA05,BIOTINE,SYSTEME DIGESTIF ET METABOLISME,634,0.0,1,6.453624998892692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12AA,CALCIUM,SYSTEME DIGESTIF ET METABOLISME,21816,17982.85,1,9.990444761392025,9.797229411911303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12AA03,CALCIUM GLUCONATE,SYSTEME DIGESTIF ET METABOLISME,6204,18727.7,1,8.733110697638708,9.837812385661472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12AA04,CALCIUM CARBONATE,SYSTEME DIGESTIF ET METABOLISME,1912638,792336.66,16,14.463994521780347,13.582742918324016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12AX,CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS,SYSTEME DIGESTIF ET METABOLISME,6925579,1898169.39,39,15.750732361043099,14.456401027568347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12BA01,POTASSIUM CHLORURE,SYSTEME DIGESTIF ET METABOLISME,11016413,374961.84,3,16.2148969003838,12.834582206709145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12BA03,POTASSIUM BITARTRATE,SYSTEME DIGESTIF ET METABOLISME,13042,11954.05,1,9.476006870370282,9.38890906223416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12BA05,POTASSIUM GLUCONATE,SYSTEME DIGESTIF ET METABOLISME,483,753.52,1,6.182084906716632,6.626081785477524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12BA51,POTASSIUM CHLORURE EN ASSOCIATION,SYSTEME DIGESTIF ET METABOLISME,13256,16408.63,2,9.49228099379885,9.705623636602644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12CC08,MAGNESIUM PIDOLATE,SYSTEME DIGESTIF ET METABOLISME,99864,34756.85,2,11.511574552899273,10.456160724762114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,0,A,A12,A12CX,AUTRES ELEMENTS MINERAUX,SYSTEME DIGESTIF ET METABOLISME,135480,38724.13,1,11.816586688067739,10.564244022283953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
