index,CIP13_court,CIP13_long,numero_dossier,type_rupture,date_debut,date_fin,col7,url_detail,nom_rupture,nom_marque,idx,CIS_matched,nom_matched,methode,CIS,code_ATC
200,68501338,,2,Tension d'approvisionnement,26/11/2025,01/04/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fivasa-400-mg-comprime-enrobe-gastroresistant-mesalazine,fivasa 400 mg comprime enrobe gastroresistant mesalazine,fivasa,200,68501338.0,"FIVASA 400 mg, comprimé enrobé gastrorésistant",nom_marque_exact,68501338.0,A07EC02
201,62308535,3400955028284.0,1,Rupture de stock,12/11/2025,01/04/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/gemcitabine-sun-10-mg-ml-solution-pour-perfusion-en-poche-de-120-ml-gemcitabine-chlorhydrate-de,gemcitabine sun 10 mg ml solution pour perfusion en poche de 120 ml gemcitabine chlorhydrate de,gemcitabine sun,201,62308535.0,"GEMCITABINE SUN 10 mg/mL, solution pour perfusion",nom_marque_exact,62308535.0,L01BC05
202,64590923,3400955090250.0,2,Tension d'approvisionnement,08/11/2023,01/04/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fluorouracile-pfizer-50-mg-ml-solution-a-diluer-pour-perfusion-flacon-de-20-ml-et-100-ml-fluorouracile,fluorouracile pfizer 50 mg ml solution a diluer pour perfusion flacon de 20 ml et 100 ml fluorouracile,fluorouracile pfizer,202,64590923.0,"FLUOROURACILE PFIZER 50 mg/mL, solution à diluer pour perfusion",nom_marque_exact,64590923.0,L01BC02
203,64590923,3400955090243.0,2,Tension d'approvisionnement,08/11/2023,01/04/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fluorouracile-pfizer-50-mg-ml-solution-a-diluer-pour-perfusion-flacon-de-20-ml-et-100-ml-fluorouracile,fluorouracile pfizer 50 mg ml solution a diluer pour perfusion flacon de 20 ml et 100 ml fluorouracile,fluorouracile pfizer,203,64590923.0,"FLUOROURACILE PFIZER 50 mg/mL, solution à diluer pour perfusion",nom_marque_exact,64590923.0,L01BC02
204,69622218,,2,Tension d'approvisionnement,13/01/2026,10/06/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/holoxan-1000-mg-poudre-pour-solution-injectable-et-2000-mg-poudre-pour-usage-parenteral-ifosfamide,holoxan 1000 mg poudre pour solution injectable et 2000 mg poudre pour usage parenteral ifosfamide,holoxan,204,61848140.0,"HOLOXAN 1000 mg, poudre pour solution injectable",nom_marque_exact,61848140.0,L01AA06
205,61848140,,2,Tension d'approvisionnement,13/01/2026,10/06/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/holoxan-1000-mg-poudre-pour-solution-injectable-et-2000-mg-poudre-pour-usage-parenteral-ifosfamide,holoxan 1000 mg poudre pour solution injectable et 2000 mg poudre pour usage parenteral ifosfamide,holoxan,205,61848140.0,"HOLOXAN 1000 mg, poudre pour solution injectable",nom_marque_exact,61848140.0,L01AA06
206,67126700,,4,Remise à disposition,19/03/2026,27/03/2026,19/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tolvaptan-teva-15-mg-comprime-tolvaptan-teva-45-mg-comprime-tolvaptan,tolvaptan teva 15 mg comprime tolvaptan teva 45 mg comprime tolvaptan,tolvaptan teva,206,67126700.0,"TOLVAPTAN TEVA 15 mg, comprimé + TOLVAPTAN TEVA 45 mg, comprimé",nom_marque_exact,67126700.0,C03XA01
207,64174946,,4,Remise à disposition,26/03/2026,26/03/2026,26/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lenalidomide-mylan-gelule-lenalidomide,lenalidomide mylan gelule lenalidomide,lenalidomide mylan gelule,207,64174946.0,"LENALIDOMIDE MYLAN 10 mg, gélule",premier_mot,64174946.0,L04AX04
208,69436263,,4,Remise à disposition,26/03/2026,26/03/2026,26/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lenalidomide-mylan-gelule-lenalidomide,lenalidomide mylan gelule lenalidomide,lenalidomide mylan gelule,208,64174946.0,"LENALIDOMIDE MYLAN 10 mg, gélule",premier_mot,64174946.0,L04AX04
209,60401186,,4,Remise à disposition,26/03/2026,26/03/2026,26/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lenalidomide-mylan-gelule-lenalidomide,lenalidomide mylan gelule lenalidomide,lenalidomide mylan gelule,209,64174946.0,"LENALIDOMIDE MYLAN 10 mg, gélule",premier_mot,64174946.0,L04AX04
210,60535915,,4,Remise à disposition,26/03/2026,26/03/2026,26/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lenalidomide-mylan-gelule-lenalidomide,lenalidomide mylan gelule lenalidomide,lenalidomide mylan gelule,210,64174946.0,"LENALIDOMIDE MYLAN 10 mg, gélule",premier_mot,64174946.0,L04AX04
211,69256226,,4,Remise à disposition,26/03/2026,26/03/2026,26/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lenalidomide-mylan-gelule-lenalidomide,lenalidomide mylan gelule lenalidomide,lenalidomide mylan gelule,211,64174946.0,"LENALIDOMIDE MYLAN 10 mg, gélule",premier_mot,64174946.0,L04AX04
212,66903224,,4,Remise à disposition,26/03/2026,26/03/2026,26/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lenalidomide-mylan-gelule-lenalidomide,lenalidomide mylan gelule lenalidomide,lenalidomide mylan gelule,212,64174946.0,"LENALIDOMIDE MYLAN 10 mg, gélule",premier_mot,64174946.0,L04AX04
213,67762538,,4,Remise à disposition,26/03/2026,26/03/2026,26/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lenalidomide-mylan-gelule-lenalidomide,lenalidomide mylan gelule lenalidomide,lenalidomide mylan gelule,213,64174946.0,"LENALIDOMIDE MYLAN 10 mg, gélule",premier_mot,64174946.0,L04AX04
214,69096857,,4,Remise à disposition,23/03/2026,26/03/2026,23/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/specialites-a-base-doxybate-de-sodium-500-mg-ml-solution-buvable-sodium-oxybate-de,specialites a base doxybate de sodium 500 mg ml solution buvable sodium oxybate de,oxybate de sodium,214,67300599.0,"OXYBATE DE SODIUM KALCEKS 500 mg/mL, solution buvable",nom_marque_exact,67300599.0,N07XX04
215,60913012,,4,Remise à disposition,23/03/2026,26/03/2026,23/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/specialites-a-base-doxybate-de-sodium-500-mg-ml-solution-buvable-sodium-oxybate-de,specialites a base doxybate de sodium 500 mg ml solution buvable sodium oxybate de,oxybate de sodium,215,67300599.0,"OXYBATE DE SODIUM KALCEKS 500 mg/mL, solution buvable",nom_marque_exact,67300599.0,N07XX04
216,67300599,,4,Remise à disposition,23/03/2026,26/03/2026,23/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/specialites-a-base-doxybate-de-sodium-500-mg-ml-solution-buvable-sodium-oxybate-de,specialites a base doxybate de sodium 500 mg ml solution buvable sodium oxybate de,oxybate de sodium,216,67300599.0,"OXYBATE DE SODIUM KALCEKS 500 mg/mL, solution buvable",nom_marque_exact,67300599.0,N07XX04
217,63828371,,4,Remise à disposition,25/03/2026,25/03/2026,25/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/rifamycine-chibret-1000-000-ui-pour-cent-collyre-en-solution-rifamycine-sodique,rifamycine chibret 1000 000 ui pour cent collyre en solution rifamycine sodique,rifamycine chibret,217,63828371.0,"RIFAMYCINE CHIBRET 1000 000 UI POUR CENT, collyre en solution",nom_marque_exact,63828371.0,S01AA16
218,68578562,,4,Remise à disposition,24/03/2026,25/03/2026,24/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/un-alfa-1-microgramme-0-5-ml-solution-injectable-iv-en-ampoule-alfacalcidol,un alfa 1 microgramme 0 5 ml solution injectable iv en ampoule alfacalcidol,un alfa,218,62092176.0,"UN ALFA 1 microgramme, capsule orale",nom_marque_exact,,
219,69497711,,2,Tension d'approvisionnement,20/10/2025,25/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fluoresceine-faure-0-5-collyre-en-solution-en-recipient-unidose-fluoresceine-sodique,fluoresceine faure 0 5 collyre en solution en recipient unidose fluoresceine sodique,fluoresceine faure,219,69497711.0,"FLUORESCEINE FAURE 0,5 POUR CENT, collyre en solution en récipient unidose",nom_marque_exact,69497711.0,S01JA01
220,61509909,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,220,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
221,68220323,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,221,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
222,69742203,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,222,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
223,68106558,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,223,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
224,60685046,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,224,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
225,65861594,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,225,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
226,65809811,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,226,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
227,64305057,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,227,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
228,63881349,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,228,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
229,64661690,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,229,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
230,67508504,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,230,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
231,67041972,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,231,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
232,63862669,,4,Remise à disposition,16/03/2026,24/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,febuxostat 80 mg comprime pellicule febuxostat hemihydrate,febuxostat,232,63862669.0,"FEBUXOSTAT ACCORD 80 mg, comprimé pelliculé",premier_mot,,
233,60516982,3400939317106.0,2,Tension d'approvisionnement,29/05/2026,04/06/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tarka-lp-240-mg-4-mg-comprime-pellicule-a-liberation-prolongee-boite-de-90-comprimes-trandolapril-verapamil-chlorhydrate-de,tarka lp 240 mg 4 mg comprime pellicule a liberation prolongee boite de 90 comprimes trandolapril verapamil chlorhydrate de,tarka lp,233,64603331.0,"TARKA LP 240 mg/2 mg, comprimé pelliculé à libération prolongée",nom_marque_exact,64603331.0,C09BB10
234,62232169,,4,Remise à disposition,16/03/2026,19/03/2026,16/03/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/hexatrione-2-pour-cent-suspension-injectable-intra-articulaire-hexacetonide-de-triamcinolone,hexatrione 2 pour cent suspension injectable intra articulaire hexacetonide de triamcinolone,hexatrione,234,62232169.0,"HEXATRIONE 2 POUR CENT, suspension injectable (intra-articulaire)",nom_marque_exact,62232169.0,H02AB08
235,63908675,,2,Tension d'approvisionnement,30/09/2025,17/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/xenpozyme-20-mg-poudre-pour-solution-a-diluer-pour-perfusion-olipudase-alfa,xenpozyme 20 mg poudre pour solution a diluer pour perfusion olipudase alfa,xenpozyme,235,63908675.0,"XENPOZYME 20 mg, poudre pour solution à diluer pour perfusion",nom_marque_exact,63908675.0,A16AB25
236,68544663,,2,Tension d'approvisionnement,13/02/2026,05/06/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/emblaveo-1-5-g-0-5-g-poudre-pour-solution-a-diluer-pour-perfusion-avibactam-sodique-aztreonam,emblaveo 1 5 g 0 5 g poudre pour solution a diluer pour perfusion avibactam sodique aztreonam,emblaveo,236,68544663.0,"EMBLAVEO 1,5 g/0,5 g, poudre pour solution à diluer pour perfusion",nom_marque_exact,,
237,67624035,,2,Tension d'approvisionnement,04/04/2025,16/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/wilfactin-100-ui-ml-poudre-et-solvant-pour-solution-injectable-facteur-willebrand-de-coagulation-humain,wilfactin 100 ui ml poudre et solvant pour solution injectable facteur willebrand de coagulation humain,wilfactin,237,67624035.0,"WILFACTIN 100 UI/mL, poudre et solvant pour solution injectable",nom_marque_exact,67624035.0,B02BD10
238,61578339,,1,Rupture de stock,22/09/2025,12/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ritonavir-viatris-100-mg-comprime-pellicule-ritonavir,ritonavir viatris 100 mg comprime pellicule ritonavir,ritonavir viatris,238,61578339.0,"RITONAVIR VIATRIS 100 mg, comprimé pelliculé",nom_marque_exact,61578339.0,J05AE03
239,61569781,,2,Tension d'approvisionnement,05/08/2025,05/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylprednisolone-viatris-120-mg-poudre-pour-solution-injectable-im-iv-methylprednisolone-hydrogenosuccinate-de,methylprednisolone viatris 120 mg poudre pour solution injectable im iv methylprednisolone hydrogenosuccinate de,methylprednisolone viatris,239,61569781.0,"METHYLPREDNISOLONE VIATRIS 120 mg, poudre pour solution injectable (IM-IV)",nom_marque_exact,61569781.0,H02AB04
240,62628873,,2,Tension d'approvisionnement,12/07/2025,05/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylprednisolone-viatris-500-mg-poudre-pour-solution-injectable-im-iv-methylprednisolone-hydrogenosuccinate-de,methylprednisolone viatris 500 mg poudre pour solution injectable im iv methylprednisolone hydrogenosuccinate de,methylprednisolone viatris,240,62628873.0,"METHYLPREDNISOLONE VIATRIS 500 mg, poudre pour solution injectable",nom_marque_exact,62628873.0,H02AB04
241,67672560,,2,Tension d'approvisionnement,19/08/2024,05/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylprednisolone-viatris-40-mg-poudre-pour-solution-injectable-im-iv-methylprednisolone-hydrogenosuccinate-de,methylprednisolone viatris 40 mg poudre pour solution injectable im iv methylprednisolone hydrogenosuccinate de,methylprednisolone viatris,241,67672560.0,"METHYLPREDNISOLONE VIATRIS 40 mg, poudre pour solution injectable (IM-IV)",nom_marque_exact,67672560.0,H02AB04
242,69637743,,3,Arrêt de commercialisation,01/11/2023,05/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/soludactone-100-mg-et-200-mg-lyophilisat-et-solution-pour-usage-parenteral-canrenoate-de-potassium-trometamol,soludactone 100 mg et 200 mg lyophilisat et solution pour usage parenteral canrenoate de potassium trometamol,soludactone,242,69637743.0,"SOLUDACTONE 100 mg, lyophilisat et solution pour usage parentéral",nom_marque_exact,,
243,67730914,,3,Arrêt de commercialisation,01/11/2023,05/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/soludactone-100-mg-et-200-mg-lyophilisat-et-solution-pour-usage-parenteral-canrenoate-de-potassium-trometamol,soludactone 100 mg et 200 mg lyophilisat et solution pour usage parenteral canrenoate de potassium trometamol,soludactone,243,69637743.0,"SOLUDACTONE 100 mg, lyophilisat et solution pour usage parentéral",nom_marque_exact,,
244,60284142,,2,Tension d'approvisionnement,13/08/2025,04/03/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/piperacilline-panpharma-4-g-poudre-pour-solution-injectable-i-m-i-v-piperacilline-sodique,piperacilline panpharma 4 g poudre pour solution injectable i m i v piperacilline sodique,piperacilline panpharma,244,60284142.0,"PIPERACILLINE PANPHARMA 4 g, poudre pour solution injectable (I.M., I.V.)",nom_marque_exact,60284142.0,J01CA12
245,66973735,,2,Tension d'approvisionnement,16/05/2025,27/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/micropakine-l-p-granules-a-liberation-prolongee-en-sachet-dose-acide-valproique-sodium-valproate-de,micropakine l p granules a liberation prolongee en sachet dose acide valproique sodium valproate de,micropakine l p,245,66973735.0,"MICROPAKINE L.P. 1 000 mg, granulés à libération prolongée en sachet-dose",premier_mot,66973735.0,N03AG01
246,67369481,,2,Tension d'approvisionnement,16/05/2025,27/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/micropakine-l-p-granules-a-liberation-prolongee-en-sachet-dose-acide-valproique-sodium-valproate-de,micropakine l p granules a liberation prolongee en sachet dose acide valproique sodium valproate de,micropakine l p,246,66973735.0,"MICROPAKINE L.P. 1 000 mg, granulés à libération prolongée en sachet-dose",premier_mot,66973735.0,N03AG01
247,69158091,,2,Tension d'approvisionnement,16/05/2025,27/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/micropakine-l-p-granules-a-liberation-prolongee-en-sachet-dose-acide-valproique-sodium-valproate-de,micropakine l p granules a liberation prolongee en sachet dose acide valproique sodium valproate de,micropakine l p,247,66973735.0,"MICROPAKINE L.P. 1 000 mg, granulés à libération prolongée en sachet-dose",premier_mot,66973735.0,N03AG01
248,68496649,,4,Remise à disposition,26/02/2026,26/02/2026,26/02/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/quasym-l-p-gelule-a-liberation-modifiee-methylphenidate,quasym l p gelule a liberation modifiee methylphenidate,quasym l p,248,64588580.0,"QUASYM L.P. 10 mg, gélule à libération modifiée",premier_mot,64588580.0,N06BA04
249,64588580,,4,Remise à disposition,26/02/2026,26/02/2026,26/02/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/quasym-l-p-gelule-a-liberation-modifiee-methylphenidate,quasym l p gelule a liberation modifiee methylphenidate,quasym l p,249,64588580.0,"QUASYM L.P. 10 mg, gélule à libération modifiée",premier_mot,64588580.0,N06BA04
250,63814140,,4,Remise à disposition,26/02/2026,26/02/2026,26/02/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/quasym-l-p-gelule-a-liberation-modifiee-methylphenidate,quasym l p gelule a liberation modifiee methylphenidate,quasym l p,250,64588580.0,"QUASYM L.P. 10 mg, gélule à libération modifiée",premier_mot,64588580.0,N06BA04
251,69077294,,2,Tension d'approvisionnement,20/02/2026,26/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/plasmion-solution-pour-perfusion-gelatine-fluide-modifiee-partiellement-hydrolysee-et-succinylee,plasmion solution pour perfusion gelatine fluide modifiee partiellement hydrolysee et succinylee,plasmion solution pour,251,,,aucun,,
252,62735380,,2,Tension d'approvisionnement,11/04/2024,25/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/hydrocortisone-substipharm-100-mg-lyophilisat-flacon-et-solution-pour-usage-parenteral-hydrocortisone-hydrogenosuccinate-d,hydrocortisone substipharm 100 mg lyophilisat flacon et solution pour usage parenteral hydrocortisone hydrogenosuccinate d,hydrocortisone substipharm,252,62735380.0,"HYDROCORTISONE SUBSTIPHARM 100 mg, lyophilisat (flacon) et solution pour usage parentéral",nom_marque_exact,62735380.0,H02AB09
253,64754536,,1,Rupture de stock,16/02/2026,18/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/gastrografine-370-mg-diode-ml-solution-buvable-ou-rectale-amidotrizoate-de-sodium-meglumine-amidotrizoate-de,gastrografine 370 mg diode ml solution buvable ou rectale amidotrizoate de sodium meglumine amidotrizoate de,gastrografine,253,64754536.0,"GASTROGRAFINE 370 mg d'iode/mL, solution buvable ou rectale",nom_marque_exact,64754536.0,V08AA01
254,64289681,,2,Tension d'approvisionnement,06/02/2026,18/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/quinimax-125-mg-comprime-pellicule-secable-cinchonidine-monochlorhydrate-de-monohydrate-cinchonine-chlorhydrate-de-dihydrate-quinidine-chlorhydrate-de-monohydrate-quinine-chlorhydrate-de,quinimax 125 mg comprime pellicule secable cinchonidine monochlorhydrate de monohydrate cinchonine chlorhydrate de dihydrate quinidine chlorhydrate de monohydrate quinine chlorhydrate de,quinimax,254,64289681.0,"QUINIMAX 125 mg, comprimé pelliculé sécable",nom_marque_exact,64289681.0,P01BC
255,66631817,,2,Tension d'approvisionnement,12/01/2026,12/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lepticur-10-mg-comprime-tropatepine-chlorhydrate-de,lepticur 10 mg comprime tropatepine chlorhydrate de,lepticur,255,66631817.0,"LEPTICUR 10 mg, comprimé",nom_marque_exact,,
256,60447461,,1,Rupture de stock,23/01/2026,11/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/norcholesterol-iode-131i-cis-bio-international-7-5-a-15-mbq-ml-solution-injectable-reference-norchol-131-6-iodomethylnorcholesterol-131-i,norcholesterol iode 131i cis bio international 7 5 a 15 mbq ml solution injectable reference norchol 131 6 iodomethylnorcholesterol 131 i,norcholesterol iode,256,60447461.0,"NORCHOLESTEROL IODE [131I] CIS BIO INTERNATIONAL 7,5 à 15 MBq/mL solution injectable [Référence: NORCHOL-131]",premier_mot,60447461.0,V09XA01
257,69608841,,1,Rupture de stock,14/03/2025,11/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/farmorubicine-10-mg-poudre-pour-solution-pour-perfusion-epirubicine-chlorhydrate-d,farmorubicine 10 mg poudre pour solution pour perfusion epirubicine chlorhydrate d,farmorubicine,257,69608841.0,"FARMORUBICINE 10 mg, poudre pour solution pour perfusion",nom_marque_exact,69608841.0,L01DB03
258,64317942,,1,Rupture de stock,10/02/2026,10/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/nexpovio-20-mg-comprime-pellicule-selinexor,nexpovio 20 mg comprime pellicule selinexor,nexpovio,258,64317942.0,"NEXPOVIO 20 mg, comprimé pelliculé",nom_marque_exact,,
259,63898512,,2,Tension d'approvisionnement,15/02/2024,05/02/2026,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/rifinah-300-mg-150-mg-comprime-enrobe-isoniazide-rifampicine,rifinah 300 mg 150 mg comprime enrobe isoniazide rifampicine,rifinah,259,63898512.0,"RIFINAH 300 mg/150 mg, comprimé enrobé",nom_marque_exact,63898512.0,J04AM02
260,67475965,,4,Remise à disposition,02/02/2026,02/02/2026,02/02/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/locametz-25-microgrammes-trousse-pour-preparation-radiopharmaceutique-gozetotide,locametz 25 microgrammes trousse pour preparation radiopharmaceutique gozetotide,locametz,260,67475965.0,"LOCAMETZ 25 microgrammes, trousse pour préparation radiopharmaceutique",nom_marque_exact,,
261,68010307,,4,Remise à disposition,02/02/2026,02/02/2026,02/02/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/trulicity-0-75-mg-1-5-mg-3-mg-4-5-mg-solution-injectable-en-stylo-pre-rempli-dulaglutide,trulicity 0 75 mg 1 5 mg 3 mg 4 5 mg solution injectable en stylo pre rempli dulaglutide,trulicity,261,64847168.0,"TRULICITY 3 mg, solution injectable en stylo pré-rempli",nom_marque_exact,64847168.0,A10BJ05
262,64847168,,4,Remise à disposition,02/02/2026,02/02/2026,02/02/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/trulicity-0-75-mg-1-5-mg-3-mg-4-5-mg-solution-injectable-en-stylo-pre-rempli-dulaglutide,trulicity 0 75 mg 1 5 mg 3 mg 4 5 mg solution injectable en stylo pre rempli dulaglutide,trulicity,262,64847168.0,"TRULICITY 3 mg, solution injectable en stylo pré-rempli",nom_marque_exact,64847168.0,A10BJ05
263,63787647,,4,Remise à disposition,02/02/2026,02/02/2026,02/02/2026,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/trulicity-0-75-mg-1-5-mg-3-mg-4-5-mg-solution-injectable-en-stylo-pre-rempli-dulaglutide,trulicity 0 75 mg 1 5 mg 3 mg 4 5 mg solution injectable en stylo pre rempli dulaglutide,trulicity,263,64847168.0,"TRULICITY 3 mg, solution injectable en stylo pré-rempli",nom_marque_exact,64847168.0,A10BJ05
